text,label
"Trending Indonesia 
1. SafeFlightOurAstronaut
2. UntilWeMeetAgainJin
3. kriminalisasihanifahhusein
5. WeLoveJin
6. The 10
7. Sanggup
8. HUANG RENJUN THANK YOU
9. Nahyan
10. Loyal",netral
"Tren Topik Indonesia 
1. SafeFlightOurAstronaut
2. UntilWeMeetAgainJin
3. kriminalisasihanifahhusein
5. WeLoveJin",netral
Cek ricek yuk berita tentang fakta kriminalisasi Hanifah Husein ,netral
Hmm ada keterlibatan pihak ketiga ya kriminalisasihanifahhusein ini dugaannya berusaha membatalkan semua perjanjian yg udah disepakati,netral
"hemmm kurang ajar masih aja suka cari kesalahan, bukti nyata kriminalisasi Hanifah Husein ",negatif
Yg sabar ya Bu Hanifah Hussein biar Allah yg bls semua tindakan kriminalisasi yg ibu alami,netral
"Usut tuntas sampe akar-akarnya kasus
",positif
Adanya dugaan pihak ketiga yang bermain sebagai dalang,negatif
"sumpah ya masih ada orang jahat kaya gini, stop lah",positif
Stop berita tentang Istri mendiang Ferry Mursyiddan Baldan,netral
Harusnya tindakan polri dalam keterkaitan kriminalisasi hanifah husein ini bisa lebih tegas bukan sebaliknya sih.,positif
Bukti nyata dalam kriminalisasi hanifah yaitu masih adanya penyidik yang suka mencari kesalahan,netral
"Tegakkan keadilan bagi Hanifah Husein, jangan sampai ada kriminalisasi",positif
Diduga dalang dalam kriminalisasi hanifah yaitu korporasi pihak ketiga,negatif
Dugaan kriminalisasi hanifah husein yaitu masih ada penyidik yang suka mencari kesalahan,negatif
Masih ada penyidik yang suka mencari kesalahan ,negatif
Dalang kriminalisasi hanifah husein diduga korporasi pihak ketiga,negatif
Tindakan polri cacat hukum sampai terlibatnya pihak ketiga kriminalisasi hanifah husein,negatif
Perkara kriminalisasi hanifah hussein terduga adanya pihak ketiga,negatif
Ayo tegaskan tentang kriminalisasi hanifah hussein,positif
Wah ini sih kudu di bongkar deh biar publik pada fau kejahatan nya.,netral
Oknum nya harus diberi peringatan juga nih,netral
Harusnya tindakan polri dalam keterkaitan kriminalisasi hanifah husein ini bisa lebih tegas bukan sebaliknya sih. ,negatif
Gak main main loh kejahatan nya. Harus banget di usut tuntas biar jera. ,netral
"Bisa bisanya nih ada orang sejahat ini. 
Ga nyangka banget. Pokoknya stop deh",netral
AGENDA HARDCOVER ELEGAN - Customized Order By Me And My Big Ideas,netral
"Yang sabar ya bu hanifah, semoga yang jahat sama ibu segera dapat hidayah, stop kriminalisasi",positif
Gak tega banget liat Hanifah Husein di kriminalisasi gini. Emang kudu di usut banget yang kea gini,positif
Keadilan mana lg yg harus di percaya Harus di usut kembali mengapa ada,netral
"Cek berita ini, fakta kriminalisasi Hanifah Husein. Smoga tersangka segera ditangkap dijatuhi hukuman yg setimpal dipecat dari Polri.",positif
Harus usut tuntas nih dalang dari kriminalisasihanifahhusein,netral
Siapa dibalik dalang kasus tersebut.,netral
Tindakan Polri cacat hukum sampai keterlibatan pihak ketiga kriminalisasi Hanifah Hussein,positif
Gak tega liatnya. Semoga hatinya ibu Hanifah Husein sekuat baja. Dan harus banget nih di berantas tindak kejahatan ini,positif
"Masih ada penyidik yang suka cari kesalahan, bukti nyata kriminalisasi Hanifah Husein!",positif
"Cek deh gais, Sumpah jahat banget, kayanya emang masih ada ada ""Sambo"" kedua di Bareskrim polri, buktinya Bu Hanifah Husein di kriminalisasi",positif
usut tuntas kriminalisasi Hanifah Husein,netral
Keterlibatan pihak lain dalam kriminalisasi Bu Hanifah Husein,netral
"Stop kriminalisasi, kasus harus di usut tuntas dalang dari kriminalisasi Hanifah Husein ",positif
"Usut tuntas kasus ini, untuk para penyidik jangan mau di peralat,bertindak lah dengan bijaksana.",positif
Bongkar tikus tikus jahat pelaku kriminalisasi Hanifah Husein,netral
Usut tuntas kasus kriminalisasi hanifah husein,netral
Dih gak keren banget deh kriminalisasi gini,netral
Semoga segera diusut tuntas mengenai,positif
How impudent Dismantle the criminalization case of Hanifah Husein,netral
"waduh, oknum seperti ini harus segera ditindak tegas
",positif
"Yuk harus di stop nih, padahal udah almarhum",netral
"Mohon bantuannya Pak Jokowi, agar kejadian Sambo di Bareskrim Polri tidak terulang kembali",positif
Semoga ga lagi lagi deh ada kriminalisasi kayak gini,positif
Cek berita ini ,netral
"Hentikan tindakan kriminalisasi semoga ibu hanifah diberikan kekuatan untuk melewati cobaan ini

",positif
"Trending Indonesia 
1. SafeFlightOurAstronaut
2. UntilWeMeetAgainJin
3. kriminalisasihanifahhusein
5. WeLoveJin
6. The 10
7. Sanggup
8. HUANG RENJUN THANK YOU
9. Loyal
10. Nahyan",positif
"Yaampun inisih  jahat banget ya, baru tahu ternyata bu Hanifah Husein beneran di kriminalisasi, semoga ada titik terangnya agar ibu dapat keadilan ",positif
Tindakan polri cacat hukum karna sampai terjadi keterlibatan pihak ketiga kriminalisasi hanifah husein,positif
"Ayo gimana nih pak Jokowi masak masi ada aja ini kasus kriminalisasi di Bareskrim Polri
Harus di tindak tegas pokoknya
",positif
Yang kuat ya Bu Hanifa Husein semoga orang orang jahat diluar sana kena imbasnya sendiri ,positif
"RT ZaraEmiliaaa Lebay loe Anies Bangsat! Cakap kau itu busuk semua isinya gak pantas jadi pemimpin di Negeri ini.

AniesNasdemOut 
kriminalisasihanifahhusein
LisaNotreParisienne
Tim Dokter ISN
Independent
Charismatic
Kaesang
Keramas
Sanggup
The 10
Nahyan
Lovely
Selasa
Sambil
",netral
"gimana nih masih ada kriminaliasi
",netral
"Lebay loe Anies Bangsat Cakap kau itu busuk semua isinya gak pantas jadi pemimpin di Negeri ini.

AniesNasdemOut 
kriminalisasihanifahhusein
LisaNotreParisienne
Tim Dokter ISN
Independent
Charismatic
Kaesang
Keramas
Sanggup
The 10
Nahyan
Lovely
Selasa
Sambil
",netral
"Bongkar para oknum penyidik yang mengkriminalisasi istri mendiang Ferry Mursidan Baldan
Stop kriminalisasi ibu Hanifah Husein",positif
Segera bongkar kasus kriminalitas Hanifah Husein,netral
"Yaampun kesian banget ini, penyidik gimana si masa suka cari masalah",netral
Udah lah yang kayak gini di usut aja sampai ke akar-akarnya ,netral
"ya ampun jahat bgt pelakunya, semoga Allah memberikan balasan yg setimpal buat orang-orang itu
",positif
"periksa kabareskrim
",netral
cek beritanya di sini kriminalisasihanifahhusein ,netral
"perlu di usuttt tuntas 
kriminalisasihanifahhusein bongkar terus tikus2 jahat ",positif
"Dismantle the evil rats that criminalized Hanifah Husein 
 ",netral
"Ini nada korporasi pihak ketiga yg berujung pada  kriminalisasihanifahhusein 
Yok Pak polisi yg kriminalisasi seperti ini harusnya di stop ",negatif
"Diduga adanya pihak ketiga yg terlibat menjadi dalang dalam kasus 
",negatif
"Hmmm ngapain sih ada pihak ketiga segala yang menjadikan ini kriminalisasi 
",negatif
Sebaiknya cek kebenarannya dan usut tuntas dalang kriminalitas Hanifa Husein,positif
"Semoga Allah Melindungi Ibu ini dan diberikan ketabahan, dibalik kesusahan pasti ada pelangi yang indah bu. Semangat ibu saya selalu mendoakan yang terbaikk
",positif
"Ini kemana nih alumni HMI dan Kohati, yuk jangan diem diem aja seniornya dikriminalisasi sama Polri kriminalisasihanifahhusein",negatif
kawal usut tuntas dalang kriminalisasi Hanifah Husein ,netral
"Tindakan polri cacat hukum sampai keterlibatan pihak ketiga kriminalisasi Hanifah Husein
",negatif
"Hadeuhh bisa bisanya masih suka cari kesalahan, jahat banget ya Stop ",negatif
"Parah si ini tega banget , harus diusut sampai tuntas dong kriminalisasihanifahhusein",negatif
Ya ampun hemm ternyata masih ada Kriminalisasi nih di Bareskrim Polri pak pak Jokowi  kriminalisasihanifahhusein,netral
Ada dugaan pihak ketiga yg kemudian muncul ingin merebut tambang BL tsb dengan menggunakan perangkat negara,negatif
Cek berita ini fakta kriminalisasi Hanifah Husein.,netral
Kupas tuntas kriminalisasihanifahhusein baca disini ,netral
Usut tuntas kasus kriminalisasi hanifah husein,positif
"Adapun yang disampaikan oleh Beliau tentang kriminalisasi pendapatnya berikut
",netral
"Ngga ngerti lagi si, kok yaaa mash ada modelan smbo jilid 2 bgni. Minta tolong dong aparatur negara ini d benahi kriminalisasihanifahhusein",negatif
Usut tuntas kriminilisasi kriminalisasihanifahhusein semoga bisa menemukan keadian,positif
Semoga di Usut tuntas dalang kriminalisasi Hanifah Husein ,positif
miris banget nih ada kriminalisasi Istri mendiang Ferry Mursyiddan Baldan,negatif
Ayo dong polri gerak Usut tuntas dalang kriminalisasi Hanifah Husein,netral
Ayo cek berita ini untuk info kriminalisasihanifahhusein ,netral
"ada penyidik yang diduga masih suka mencari cari kesalahan, hal itu sebagai bukti nyata
",negatif
"Duh Pak Jokowi, masih ada Kriminalisasi nih di Bareskrim Polri ",netral
Ini emang harus di usut tuntas kriminalisasi Ibu Hanifah Husein ,positif
"Masih ada penyidik yang diduga masih suka mencari cari kesalahan, hal itu sebagai bukti nyata",negatif
"Wah wah ternyata masih aja ada nih Penyidik yang suka cari² kesalahan,bahkan sampai kriminalisasi Semoga bisa segera dihentikan yaa
",positif
Koorporasi pihak ketiga diduga sebagai dalang kriminalisasihanifahhusein ,netral
Hmmmmm Masih ada aja ni kriminalisasi Ternyata bu Hanifah Husein benaran di ,netral
"Pak Listyo ayo tengok sini masih ada yg harus diusut tuntas lagi pak, tolong bongkar semuanya
",netral
"Harus di usut tuntas kasusnya
",positif
"Abis baca berita serem bgtt ih kok bisa jahat bangett
",netral
Ayo bongkar kasus kriminalisasi hanifah husein,netral
"Waduh-waduh, ada sesuatu nih",netral
Hhmmm ada apalagi ini  Seperti tdk pernah ketinggalan berita ,netral
"Pastinya akan dilakukan Tindak tegas siapapun itu dalam tindakan diskriminasi, sekalipun itu di institusi polri ",positif
Adili kebenaran stop kriminalisasi. Semoga Ibu Hanifah diberikan kekuatan dan kesabaran dalam menghadapi prihal ini.,positif
banyak bukti terkait adanya ,negatif
Musti diusut tuntas pokoknya dalang dibalik kriminalisasi Hanifah Husein ,negatif
"Sumpah jahat banget, baru tahu ternyata bu Hanifah Husein beneran di kriminalisasi",netral
"Coba di recheck lagi, fakta nya seperti apa ",netral
Semoga aja yang jahat dapat dihukum setimpal dan yang benar-benar baik dibebaskan,netral
"Ibu Hanifah Husein yg sabar yh....semoga org jahat itu segera dapet ganjarannya
",positif
Bongkar kasus kriminalisasi Hanifah Husein ,netral
"Trending Indonesia 
1. SafeFlightOurAstronaut
2. UntilWeMeetAgainJin
3. kriminalisasihanifahhusein
5. WeLoveJin
6. The 10
7. Sanggup
8. HUANG RENJUN THANK YOU
9. Nahyan
10. Loyal",netral
"Usut tuntas dalang kriminalisasi Hanifah Husein kriminalisasihanifahhusein
Bongkar tikus tikus jahat ",positif
"Wah kalo ini sih udah keliatan banget ya kriminalisasinya
kriminalisasihanifahhusein ",netral
"Ternyata sekarang tuh ada Penyidik yg suka Cari kesalahan nih, bahkan diduga kriminalisasi Hanifah Husein 
kriminalisasihanifahhus",negatif
Semua harus diselesaikan dengan baik supaya tidak ada pihak ke tiga untuk penyelesainnya,positif
Stop kriminalisasi Istri mendiang Ferry Mursyiddan Baldan ,negatif
ayo usut tuntas dalang kriminalisasi Hanifah Husein,positif
Stop deh buat kriminalisasi istri mendiang Ferry Mursyiddan Baldan.,positif
coba deh kalian cek berita ini,netral
"Hallo Pak Jokowi, Pak Listyo Sigit, ternyata masih ada ""Sambo"" kedua di Bareskrim Polri Ayo di usut paak sampe ke akar""nya!
",positif
Tadi baca di  aku kaget kasus kriminalisasihanifahhusein masih aja dan terus dipersulit jalan keluarnya ,netral
"Tega ya, aku baru denger beritanya tentang bu Hanifah Husein yg di kriminalisasi. 
kriminalisasihanifahhusein
",negatif
Bongkar kasus,netral
Yuuu kita samaa sama harus mengusut tuntas kasus kriminalisasi yang di alami hanifah husein. Cek berita nya disini,positif
Duh mesti ada tindakan nih untuk mengatasi kriminalisasi Istri mendiang Ferry Mursyiddan Baldan ini jangan sampai terus berlanjut kriminalisasihanifahhusein,positif
ya ampun masih aja ada kriminalisasi di Bareskrim Polri ,negatif
harus diusut tuntas sih dalang kriminalisasi ibuk Hanifah Husein agar ga ada lagi kasus kaya begini ,positif
ini apa gamau dibantai aja yaa tikus-tikus yang berbahaya gini ,positif
"Tindakan Polri cacat hukum sampai keterlibatan pihak ketiga
",negatif
Stop tindak kriminalisasi terhadap istri mendiang Ferry MursyidannBl Baldan ,negatif
Semoga masalah ini bisa segera diusut dan segera diselesaikan untuk Ibu Hanifah Husein diberikan kekuatan ,positif
Ada korporasi pihak ketiga yang diduga dalang dalam kriminalisasi hanifah,negatif
"kurang ajar masih aja suka cari kesalahan, bukti nyata kriminalisasi Hanifah Husein 
kriminalisasihanifahhusein
Hanifah Husein
",negatif
"yokk ini gimana nih  ketidakadilan ini gimana yaa 
",netral
"kriminalisasihanifahhusein

",netral
"Aku siih dukung untuk di usut tuntas dalang kriminalisasi Hanifah Husein 
",netral
"kriminalisasihanifahhusein

",netral
"Fakta kasus kriminalisasi Hanifah Husein, Cek disini
kriminalisasihanifahhusein ",netral
"Semoga segera di usut tuntas dalang kriminalisasi kasus Hanifah Husein kriminalisasihanifahhusein
Hanifah Husein",positif
"Tindakan Polri cacat hukum sampai keterlibatan pihak ketiga kriminalisasi hanifah husein
",negatif
"R Ya memang Anies ini biadab sama kaya janji capresnya yang palsu..

TenggelamkanAniesBaswedan 
kriminalisasihanifahhusein
SafeFlightOurAstronaut
BL Series Made Me Cry
Graduation
Morninggg
OPEN PO
Kaesang
Keramas
Giselle
Nahyan
Papua
ARMY
",netral
Yuu pak Pol di usut kasusnya jangan sampe begini kriminalisasihanifahhusein,positif
Ngeri aku baca beritanya di depan  kok tega gitu loh masih dipersulit aja ,netral
"Ya memang Anies ini biadab sama kaya janji capresnya yang palsu..

TenggelamkanAniesBaswedan 
kriminalisasihanifahhusein
SafeFlightOurAstronaut
BL Series Made Me Cry
Graduation
Morninggg
OPEN PO
Kaesang
Keramas
Giselle
Nahyan
Papua
ARMY
",netral
"orang2 jahat apa ga takut azab ya yang kuat ya Bu... semoga diusut tuntas, jgn dibiarin terlupakan begitu saja.
",negatif
duh ini mah harus diusut tuntas dalang kriminalisasi ibuk Hanifah Husein ,negatif
Yaampun ternyata beneran ga.. usut tuntas dalang kriminalisasi Hanifah Husein,negatif
"kriminalisasihanifahhusein
",netral
"Semoga Allah menguatkan hati Ibu Hanifah Husein dan memberikan azab ke orang-orang jahat tukang kriminalisasi, Stop kriminalisasi Istri mendiang Ferry Mursyiddan Baldan ",positif
"mohon segera diusut tuntas dalangnya. stop kriminalisasi, Tuhan tidak tidur. semoga hatimu dikuatkan ya bu hanifah",positif
"Tetap dilakukan penyidikan agar menemukan bukti yang kuat
kriminalisasihanifahhusein",positif
"kurang ajar masih aja suka cari kesalahan, bukti nyata kriminalisasi Hanifah Husein 
kriminalisasihanifahhusein
Hanifah Husein",negatif
kaget ternyataa  stop kriminalisasi kriminalisasihanifahhusein ,netral
Bongkar kasus kriminalisasi Hanifah Husein secepatnya,netral
"Simak yuk dugaan pihak ketiga sebagai dalang kriminalisasi Hanifah Hussein
kriminalisasihanifahhusein",netral
"Harus banget diusut sampai tuntas dong kasus seperti ini
kriminalisasihanifahhusein",positif
Kenapa ya masih ada aja perkara kaya gini Sedih lihatnya,netral
"Baru cek berita

Stop kriminalisasi terhadap Ibu Hanifah Husain. Semoga dalangnya segera terungkap kriminalisasihanifahhusein",positif
Ternyata ada dugaan kriminalisasi pas aku baca berita di ,netral
"Demi apa Bu Hanifah Husein dikriminalisasikan Baru tau banget, ini sih harus diusut ",positif
"semoga ibu hanifah husein diberi kekuatan dan kesabaran yang lebih , semogaa keadilan ada untuk ibuuu ",positif
"duh parang banget deh ternyata masih ada kriminalisasi, harus dibongkar siapa dalangnya
",negatif
kriminalisasihanifahhusein harus diusut tuntas ini. Bongkar Parah bgt. harus berani ungkap,positif
"Baru cek berita Stop kriminalisasi terhadap Ibu Hanifah Husain. Semoga dalangnya segera terungkap
",positif
Ini harus di usut sih dar dalang kriminalisasi Hanifah Husein,positif
Yuk bisa yuk kasus kriminalisasi ini harus diusut sampe tuntas ,netral
Pokoknya Usut tuntas dalang kriminalisasi Hanifah Husein biar jelas semuanya,negatif
"Semoga segera di usut tuntas dalang kriminalisasi kasus Hanifah Husein kriminalisasihanifahhusein
Hanifah Husein ",negatif
"Wahh ini jahat banget sih soal kasus Hanifah Husein,ternyata beneran di kriminalisasi
kriminalisasihanifahhusein ",netral
"Luar biasa bgt nih, tindakan polri patut di acungi jempol",positif
"Ckck masih saja ada oknum penyidik yang suka mencari kesalahan, usut tuntas saja siapa dalang yang kriminalisasi ibu Hanifah Husein.",negatif
"dugaan pihak ketiga sebagai dalang kriminalisasi Hanifah Hussein
kriminalisasihanifahhusein
Hanifah Husein ",negatif
Stop kriminalisasi Cari dong tikus tikus jahat pelaku kriminalisasi  Hanifah Husein kriminalisasihanifahhusein ,negatif
Tindakan Porli cacat hukum sampai keterlibatan pihak ketiga kriminalisasi Hanifah Husein kriminalisasihanifahhusein ,negatif
"haduh jaman sekarang masih ada aja kriminalisasi kaya gini, pls lah stop",netral
"miris banget Hanifah Husein dilakukan secara tidak adil, semoga terus diberi kesabaran dan keadilan 
kriminalisasihanifahhusein",netral
"wah ini mah kriminalisasihanifahhusein ini harus diberantas sih ga bisa dibiarkan begitu saja yak 
Hanifah Husein ",netral
Bongkar para penjahat pelaku kriminalisasi Hanifah Husein ,positif
"waduh baru tau nih ternyata bu Hanifah Husein di kriminalisasi, semoga selalu d kuatkan ",positif
ternyata ada oknum penyidik dan pihak ketiga yang berusaha untuk kriminalisasi ,netral
"Gimana nih pak, pelaku kriminalisasi masih berkeliaran apa tidak diusut sebelumnya
Buat ibu Hanifah Husein yg sabar ya bu, semoga pelaku dihukum seberat-beratnya",positif
"Cek berita ini, fakta kriminalisasi Hanifah Husein",netral
"Udh ga salah lagi harus di usut sampe tuntas kriminalisasi hanifa husein kriminalisasihanifahhusein
",negatif
Wah oknum gak ada habis habisnya ya wkwkwk kriminalisasihanifahhusein,netral
Ya amppun Kurang ajar emang ini Bongkar kasus kriminalisasi Hanifah Husein kriminalisasihanifahhusein,negatif
"kriminalisasi itu harus dihentikan, apalagi dengan dugaan yang tidak benar adanya
kriminalisasihanifahhusein ",positif
Yang sabar dan tabah ya Bu semoga kasusnya cepat teratasi dan pelaku di beri hukuman yang setimpal ,positif
"Seharusnya penegak hukum adil dalam menangani suatu perkara, tidak ada keterpihakan. Yang salah tetap salah, yang benar mendapat pembenaran.",netral
"Masih ada kriminalisasi di polri, fakta kriminalisasi hanifah husein",positif
"Ternyata masih ada yang kriminalisasi nih di Bareskrim Polri, jahat banget, usut sampai tuntas ",negatif
"Ternyata ada dalang dibalik kasus kriminalisasi hanifah hussein. kriminalisasihanifahhusein
Selengkapnya cek berita di bawah ini",negatif
Bisa yuk untuk tuntas usut kasus kriminalisasi,positif
Mengcapek kalo sampai ada dalang dalam kasus ini,negatif
bisa jadi nih dugaan Kriminalisasi ini masih ada di Bareskrim Polri,negatif
Hadeh semoga segera diusut tuntas ,netral
Wah jangan sampai nih masih ada,netral
Semoga kasus kriminalisasi hanifah husein menemukan keadilan apa yang menimpa beliau,positif
Kok bisa Jahat banget ya Lakukan kriminalisasi sama bu Hanifah Husein? tolong pak Sigit di Usut tuntas dong yang melakukan,negatif
Mohon untuk bapak Presiden serta bapak Kapolri untuk lebih mendisiplinkan para oknum di instansi Kepolisian ,positif
"Serius ini bu hanifah husein di kriminalisasi ?
Siapa nih pelakunya jahat banget coba",negatif
Dalam perkara ini ada pihak ketiga yang ikut,netral
"Guys Cek berita ini, fakta kriminalisasi Hanifah Husein",netral
parah sih ini harusnya segera diproses dan dicaritau kebenarannya,negatif
Kasus ini masih dalam tahap penyidikan,netral
Korporasi pihak ketiga diduga menjadi dalang bongkar kasus Hanifah Husein,negatif
Terbukti adanya dugaan keterlibatan pihak ketiga yang ibgin menguasai PT BL,positif
"Buat Pak Presiden Jokowi, tolong ini Pak masih ada Kriminalisasi nih di Bareskrim Polri, tolong ditindak lanjuti",positif
Penyidik harus transparan.,positif
"Pak Jokowi, Pak Listyo Sigit, ternyata masih ada ""Sambo"" kedua di Bareskrim Polri",netral
"Kenapa masih ada dalang yang kriminalisasi Hanifah Husein, gimana nih Bareskrim?",netral
"Usut sampai tuntas kasus ini , jangan ada yang dirugikan apalagi sampai di kriminalisasi hanifah husein",positif
Alumni HMI dan Kohati jgn diem  aja dong senior kalian dikriminalisasi polisi beri perlawanan klo memang benar,netral
"Ada ya penyidik suka cari kesalahan gini, gue setuju bongkar kasus kriminalisasi Hanifah Husein segera aja",negatif
Semoga kasus ini cepat usainya,netral
Wah harus di bongkar nih tikus-tikus jahatnya,positif
Guys ini nih ada dugaan pihak ketiga dalam perkara kriminalisasi Hanifah Husein kalian udah tahu belum,negatif
Waduh jahat bgt ternyata ada kriminalisasi,netral
Parah juga sih masih ada kriminalisasi gini,netral
"Waduhh kriminalisasi hanifah husein ini harus di usut tuntas sih, bongkar kasus ini!",negatif
Yo segera Usut tuntas dalang kriminalisasi Hanifah Husein jangan di biarin,positif
Bongkar kasus kriminalisasi hanifah husein bener-bener jahat yaa dalangnya,positif
Ada dugaan pihak ketiga yang jadi dalang kriminalisasi Hanifah Hussein,negatif
"hm coba deh cek berita ini, ada fakta kriminalisasi Hanifah Husein. semoga dikuatkan hati ibu",netral
Ada dugaaan pihak ketiga nih yang menjadi dalangnya,positif
Yok memang harus diusut dengan tuntas ,positif
Kita perlu mengawal kasus ini hingga selesai,positif
"Usut tuntas kasus ini sampai ke akarnya, hukum para para pelaku kejahatan yg terlibat",positif
Semoga saja masalah seperti ini bisa cepat selesai,positif
kriminalisasi hanifah husein di duga karena dugaan pihak ke tiga sebagai dalangnya,negatif
Waahh tolong banget nih pak Jokowi bantu rakyatnya untuk tidak dilakukan kriminalisasi lagi,positif
Semoga aja yang lagi dihadapi segera terselesaikan dengan baik masalahnya ini,netral
Apalah ini sebenarnya maunya orang yang nge up dan meng kriminalisasihanifahhusein,negatif
"Dugaan pihak ketiga dalam perkara kriminalisasi Hanifah Husein.
",positif
Tindakan polri cacat hukum sampai keterlibatan pihak ketiga ,positif
"Duhh gimana sih ini 
kriminalisasihanifahhusein
Hanifah Husein ",netral
Ada dugaan pihak ketiga yang muncul sebagai dalang kriminalisai Hanifah Husein ,negatif
"Hentikan kriminalisasi di negeri ini karena tidak sesuai dengan Perikemanusiaan dan Perikeadilan.
",positif
"Katanya ada Pihak ketiga nih dalam perkara Kriminalisasi Hanifah Husein nih 
",netral
"Tindakan Polri cacat hukum sampai keterlibatan pihak ketiga kriminalisasi Hanifah Husein
",negatif
"Katanya ada dugaan pihak ketiga yg muncul merebut tambang bl dgn perangkat negara 
 ini ilegal lohh  ",netral
"Ayo usut tuntas kasus kriminalisasi Hanifah Husein, jangan sampai diabaikan kasus seperti ini dan tangkap para pelakunya ",netral
"Duh ga nyangka sih kalo ternyata Bu Hanifah Husein di Kriminalisasi semoga segera diusut tuntas ini kasusnya 
",positif
Kasus kriminalisasihanifahhusein ini harus di usut sampai tuntas jangan di biarkan terus di biarkan,positif
Jangan ada yang kriminalisasi lagi ya please deh tolong banget stop kriminalisasihanifahhusein,positif
"ga nyangka bgt sih sama beritanya, semoga bu Hanifah mendapat ketabahan
kriminalisasihanifahhusein",negatif
"Yuk usut sampe tuntas Kriminalisasi Hanifah ini hhh
kriminalisasihanifahhusein
Hanifah Husein",positif
"Ya ampun kok Ampe segitunya ya, bingung juga aku 
kriminalisasihanifahhusein",netral
Kriminalisasi ini diduga terjadi karena ada orang ketiga,negatif
"Waduh jahat ya, ini sih perlu diusut tuntas",negatif
Bukti dugaan keterlibatan pihak ketiga yang ingin menguasai PT BL dg menggunakan perangkat negara,negatif
"Ko bisa ya masih ada kriminalisasi gak bisa dibiarkan gitu aja dong. 
",positif
"Salah satu pihak yg bersengketa secara perdata didukung pihak ketiga, dgn gampang memperalat aparat kita untuk melumpuhkan lawan nya dgn cara pidana",negatif
"Waduh kok masih ada ya penyidik yang suka cari kesalahan kriminalisasihanifahhusein
Hanifah Husein",negatif
Semoga beliau diberi kesabaran yg tinggi menghadapi orang orang yg telah melakukan kriminalisasihanifahhusein ada pihak ketiga sepertinya yg ingin menguasai ,positif
"Kasus ini semoga segera dibongkar masih ada aja kriminalisasi, heran...",positif
Duh jahat banget Harus di usut tuntas kasus ini tuh,netral
Waduh gmn kok masih banyak oknum gini ,netral
Usut tuntas dalang kriminalisasi Hanifah Husein ,positif
Sedih banget adanya kriminalisasi semoga segera selesai masalahnya ,netral
"kurang ajar masih aja suka cari kesalahan, bukti nyata kriminalisasi Hanifah Husein 
kriminalisasihanifahhusein
Hanifah Husein ",netral
Banyak bet oknum nih sekarang kriminalisasihanifahhusein,negatif
"Dengar berita hari semoga segera diusut tuntas 
kriminalisasihanifahhusein
Hanifah Husein ",positif
Ayo gaes ini disimak yuk,netral
"Wah ada dugaan nih penyidik suka cari kesalahan, bahkan sampai Kriminalisasi Hanifah Husein 
kriminalisasihanifahhusein
Hanifah Husein ",negatif
kriminalisasihanifahhusein aduh kenapa nih masih ada tindakan yg Kriminalisasi hanifah husein. Stop kriminalisasi,positif
cek beritanya guuysss tentang kriminalisasihanifahhusein duh,netral
kriminalisasihanifahhusein harus dihentikan nih dan kasusnya segera di SP3 karena harusnya diselesaikan secara perdata.,positif
"Kok jadi gini sih? 
Jadi buat kesalahan yang sebenarnya gak ada kesalahan dong
",netral
"Tega ya Sumpah jahat banget, baru tahu ternyata bu Hanifah Husein beneran di kriminalisasi.",negatif
kriminalisasihanifahhusein segera ya penyidik yg suka cari kesalahan nih bayak bukti nyata ada kriminalisasi ,negatif
ternyata ada pihak ketiga Kriminalisasi Hanifah Hussein. Tolong diusut tuntas. ,positif
kriminalisasihanifahhusein Tolong ya siapapun yang merasa Alumni HMI dan Kohati. Mau diem aja ini senior kita diginiin? Ini senior kita sedang di dikriminalisasi sama Polri loh ,negatif
duuuh gimana nih kok masih ada aja kriminalisasi Hanifah Husein kriminalisasihanifahhusein,negatif
Ada penyidik yang suka mencari kesalahan bahkan sampai ,negatif
Gimana ini ya...masak sih ini masih ada ,netral
"kok masih ada ya di jaman sekarang penyidik yg suka cari cari kesalahan  , ini mesti di usut juga",negatif
"Ya ampun kok tega ya sampai ada penyidik yang suka mencari kesalahan, ini salah satu bukti nyata kriminalisasi
",negatif
ternyata ada pihak ketiga yang merebut tambang BL secara ilegal loh ,negatif
"Cek berita fakta kriminalisasi Hanifah Husein, emang harus diusut tuntas",positif
Semoga aja sih yang udah kriminalisasihanifahhusein ini bisa cabut kembali tuntutannya,positif
"Masih terjadi juga diskriminalisasi , usut terus siapa dalangnya kriminalisasihanifahhusein ",positif
laporan pidana malah berujung pada serangkaian kriminalisasi Hanifah Husein ,netral
Wah parah sih kok di diskriminalasi gin ya ,netral
"Kejam , aku baru tahu ternyata bu Hanifah Husein beneran di kriminalisasi ya ampun kasihan ",negatif
"kriminalisasihanifahhusein ini harus diberantas sih ga bisa dibiarkan begitu saja yak 
Hanifah Husein ",negatif
Ada dugaan pihak ketiga dalam perkara kriminalisasj Hanifah Husein,negatif
"Kok jahat gitu ya, pokoknya harus segera diselesaikan nih permasalahan ini",positif
"Harus di usut sampai tuntas dalang dari kriminalisasi Hanifah Husein
",positif
"Usut tuntas dalang kriminalisasi Hanifah Husein, karena tindakan ini jelas tidak baik 
",positif
Ayoo segera Usut tuntas dalang kriminalisasi Hanifah Husein,positif
"Omg ternyata sekejam itu yaa duniaaa, plis Bapak Sigit usut tuntas masalah ini pak",positif
